user,utteranceba1bffef71c0268101a90f0c46c45737f8c05da90be8b2d2713514a77539351603,"피드백
"
ba1bffef71c0268101a90f0c46c45737f8c05da90be8b2d2713514a77539351603,"피드백
"
ba1bffef71c0268101a90f0c46c45737f8c05da90be8b2d2713514a77539351603,"피드백
"
ba1bffef71c0268101a90f0c46c45737f8c05da90be8b2d2713514a77539351603,제 의견이 남는 건가요?
ba8e7748a911c11f63682bf93b2b86f389c05da90be8b2d2713514a77539351603,너무 잘 보고 있습니다! ㅜㅠ 항상 좋은 소식 감사해요! 최고최고 짱짱맨
ba8e7748a911c11f63682bf93b2b86f389c05da90be8b2d2713514a77539351603,피드백을 남겨보도록 하겠습니다. 왓츠뉴 정말 고생이 많고 멋지고 재밌고 다하네요 하하하! 기사 넘엄 잘보고 있습니다 앞으로도 좋은 소식 많이 부탁드려요! 챗봇에 이런이런 기능도 더해지면 더 좋을 것 같아요~!
ba1bffef71c0268101a90f0c46c45737f8c05da90be8b2d2713514a77539351603,피드백
ba1bffef71c0268101a90f0c46c45737f8c05da90be8b2d2713514a77539351603,이렇게 보내면 될까용?
ba8e7748a911c11f63682bf93b2b86f389c05da90be8b2d2713514a77539351603,안녕하세요 왓츠뉴 너무 좋아요
ba8e7748a911c11f63682bf93b2b86f389c05da90be8b2d2713514a77539351603,와조아!
ba1bffef71c0268101a90f0c46c45737f8c05da90be8b2d2713514a77539351603,샬라샬라
ba1bffef71c0268101a90f0c46c45737f8c05da90be8b2d2713514a77539351603,피드백
ba1bffef71c0268101a90f0c46c45737f8c05da90be8b2d2713514a77539351603,좋았어
ba8e7748a911c11f63682bf93b2b86f389c05da90be8b2d2713514a77539351603,피드백 남기기
ba8e7748a911c11f63682bf93b2b86f389c05da90be8b2d2713514a77539351603,이렇게 뷰내면 될까나옹
ba8e7748a911c11f63682bf93b2b86f389c05da90be8b2d2713514a77539351603,피드백 남기기
ba8e7748a911c11f63682bf93b2b86f389c05da90be8b2d2713514a77539351603,어디 한1ㅓㄴ 볼까!?
23e30b581cd791ce9310eaf0a3016f185d797cbc18c5ec539c267e1cfff612a3e0,키워드/브랜드로 검색하기
23e30b581cd791ce9310eaf0a3016f185d797cbc18c5ec539c267e1cfff612a3e0,피드백
ba8e7748a911c11f63682bf93b2b86f389c05da90be8b2d2713514a77539351603,안할래
ba1bffef71c0268101a90f0c46c45737f8c05da90be8b2d2713514a77539351603,피드백
ba1bffef71c0268101a90f0c46c45737f8c05da90be8b2d2713514a77539351603,다음에 할게요
ba8e7748a911c11f63682bf93b2b86f389c05da90be8b2d2713514a77539351603,다음에 할게요
ba1bffef71c0268101a90f0c46c45737f8c05da90be8b2d2713514a77539351603,다음에 할게요
b8e79c26c8c453e0888bb0e30aa3732ef5603a48342bb8ee39a51ecce4189df022,피드백입니다~~ 넘 좋습니다~~
ba8e7748a911c11f63682bf93b2b86f389c05da90be8b2d2713514a77539351603,정말 넘 감사합니다 히히히
ba8e7748a911c11f63682bf93b2b86f389c05da90be8b2d2713514a77539351603,새삼.. 언니 기사 진짜 짱이야 어케 이거 다 혼자해 진짜 대박.. 이거 챗봇 오픈하면 나 동아리에도 올려야지 ㅎ히히힛
ba8e7748a911c11f63682bf93b2b86f389c05da90be8b2d2713514a77539351603,피드백
ba8e7748a911c11f63682bf93b2b86f389c05da90be8b2d2713514a77539351603,피드백 줄래요
9c50b3726a63e4378faf8cfa9db18a754aaf0b1f9eb7c2d1457bff7916e1fd107a,좋아요.
ba8e7748a911c11f63682bf93b2b86f389c05da90be8b2d2713514a77539351603,피드백
ba8e7748a911c11f63682bf93b2b86f389c05da90be8b2d2713514a77539351603,피드백
ba8e7748a911c11f63682bf93b2b86f389c05da90be8b2d2713514a77539351603,About 왓츠뉴?
ba8e7748a911c11f63682bf93b2b86f389c05da90be8b2d2713514a77539351603,왓츠뉴 화이팅! 챗봇 소개 기능이 있으면 더 좋을 것 같아요!
ba8e7748a911c11f63682bf93b2b86f389c05da90be8b2d2713514a77539351603,솰라용
9b9ac2281251cf7a1fc931d320c1eae7563e7b906f270bb34d7b084ffeb896ac63,챗봇 기능 살펴보기
a3a4bf68536bb39dd44543b778787ad5ca2bc09fce8fdc823ba160f980e21f3f08,챗봇 기능 살펴보기
9c50b3726a63e4378faf8cfa9db18a754aaf0b1f9eb7c2d1457bff7916e1fd107a,키워드/브랜드로 검색하기
9c50b3726a63e4378faf8cfa9db18a754aaf0b1f9eb7c2d1457bff7916e1fd107a,들어가나
9c50b3726a63e4378faf8cfa9db18a754aaf0b1f9eb7c2d1457bff7916e1fd107a,키워드/브랜드로 검색하기
9c50b3726a63e4378faf8cfa9db18a754aaf0b1f9eb7c2d1457bff7916e1fd107a,About 왓츠뉴?
9c50b3726a63e4378faf8cfa9db18a754aaf0b1f9eb7c2d1457bff7916e1fd107a,아니아니야
ba8e7748a911c11f63682bf93b2b86f389c05da90be8b2d2713514a77539351603,키워드/브랜드로 검색하기
ba8e7748a911c11f63682bf93b2b86f389c05da90be8b2d2713514a77539351603,피드백 남기기
ba8e7748a911c11f63682bf93b2b86f389c05da90be8b2d2713514a77539351603,이렇게?
ba8e7748a911c11f63682bf93b2b86f389c05da90be8b2d2713514a77539351603,왜 랑거ㅣ야
ba8e7748a911c11f63682bf93b2b86f389c05da90be8b2d2713514a77539351603,감가합니당
ba8e7748a911c11f63682bf93b2b86f389c05da90be8b2d2713514a77539351603,피드백아 남겨지거라 뿅
ba8e7748a911c11f63682bf93b2b86f389c05da90be8b2d2713514a77539351603,챗봇 개발일지 열심히 쓰자...꼬옥...
b6ea719265429bb294eb9552a4fd2a872e06b7b078e6ab5a7440dda594d79ade7e,이야기가 너무 이질감이 들고 서비스가 더 확대되기 바람.
fead67f8c8b37a23f4195fcb85184f35f2ab194aeb059ad196a67b26bcc3833509,왓츠뉴 감사합니다. 익명 맞죠?
ba8e7748a911c11f63682bf93b2b86f389c05da90be8b2d2713514a77539351603,피드백 남깁니다!
